['4-GB14', '5', '1', 'Coesite', '0.31', 'Sylvite', '0.21', 'Zeolites', '0.28', 'None', '0.00']
['B9E-H6', '6', '11', 'Bitumens', '0.51', 'Coesite', '0.29', 'None', '0.00', 'None', '0.00']
['B9E-H6', '6', '12', 'Coesite', '0.22', 'Euxenite', '0.35', 'Sylvite', '0.23', 'Zeolites', '0.19']
['B9E-H6', '6', '13', 'Sylvite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['B9E-H6', '6', '14', 'Coesite', '0.43', 'Euxenite', '0.38', 'Sylvite', '0.19', 'None', '0.00']
['B9E-H6', '6', '15', 'Sylvite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['B9E-H6', '6', '16', 'Sylvite', '0.49', 'Zeolites', '0.31', 'None', '0.00', 'None', '0.00']
['B9E-H6', '6', '17', 'Bitumens', '0.39', 'Euxenite', '0.22', 'Otavite', '0.09', 'None', '0.00']
['B9E-H6', '6', '18', 'Coesite', '0.52', 'Zeolites', '0.28', 'None', '0.00', 'None', '0.00']
['B9E-H6', '7', '1', 'Euxenite', '0.2', 'Otavite', '0.08', 'Zeolites', '0.42', 'None', '0.00']
['B9E-H6', '7', '2', 'Coesite', '0.3', 'Sylvite', '0.18', 'Zeolites', '0.32', 'None', '0.00']
['B-S347', '2', '1', 'Coesite', '0.29', 'Sylvite', '0.19', 'Zeolites', '0.32', 'None', '0.00']
['B-S347', '5', '1', 'Bitumens', '0.52', 'Sylvite', '0.28', 'None', '0.00', 'None', '0.00']
['B-S347', '6', '1', 'Euxenite', '0.18', 'Otavite', '0.1', 'Zeolites', '0.41', 'None', '0.00']
['B-S347', '6', '2', 'Bitumens', '0.31', 'Coesite', '0.17', 'Sylvite', '0.32', 'None', '0.00']
['B-S347', '9', '1', 'Bitumens', '0.27', 'Coesite', '0.31', 'Zeolites', '0.23', 'None', '0.00']
['B-S347', '9', '2', 'Bitumens', '0.28', 'Sylvite', '0.31', 'Zeolites', '0.22', 'None', '0.00']
['B-S347', '9', '3', 'Bitumens', '0.34', 'Coesite', '0.21', 'Sylvite', '0.25', 'None', '0.00']
['B-S347', '9', '4', 'Bitumens', '0.49', 'Sylvite', '0.31', 'None', '0.00', 'None', '0.00']
['B-S347', '9', '5', 'Bitumens', '0.32', 'Coesite', '0.29', 'Zeolites', '0.18', 'None', '0.00']
['B-S347', '9', '6', 'Bitumens', '0.2', 'Coesite', '0.27', 'Zeolites', '0.33', 'None', '0.00']
['B-S347', '9', '7', 'Bitumens', '0.17', 'Coesite', '0.34', 'Zeolites', '0.29', 'None', '0.00']
['B-S347', '9', '8', 'Sylvite', '0.26', 'Zeolites', '0.54', 'None', '0.00', 'None', '0.00']
['B-S347', '9', '9', 'Bitumens', '0.46', 'Coesite', '0.34', 'None', '0.00', 'None', '0.00']
['B-S347', '9', '10', 'Bitumens', '0.23', 'Sylvite', '0.26', 'Zeolites', '0.32', 'None', '0.00']
['B-S347', '9', '11', 'Bitumens', '0.52', 'Sylvite', '0.28', 'None', '0.00', 'None', '0.00']
['B-S347', '9', '12', 'Bitumens', '0.26', 'Coesite', '0.54', 'None', '0.00', 'None', '0.00']
['B-S347', '9', '13', 'Bitumens', '0.31', 'Sylvite', '0.33', 'Zeolites', '0.16', 'None', '0.00']
['B-S347', '9', '14', 'Coesite', '0.44', 'Zeolites', '0.36', 'None', '0.00', 'None', '0.00']
['B-S347', '9', '15', 'Bitumens', '0.34', 'Coesite', '0.19', 'Sylvite', '0.27', 'None', '0.00']
['B-S347', '10', '1', 'Bitumens', '0.31', 'Coesite', '0.32', 'Sylvite', '0.17', 'None', '0.00']
['B-S347', '10', '2', 'Bitumens', '0.53', 'Coesite', '0.27', 'None', '0.00', 'None', '0.00']
['B-S347', '10', '3', 'Bitumens', '0.19', 'Sylvite', '0.29', 'Zeolites', '0.32', 'None', '0.00']
['B-S347', '10', '4', 'Bitumens', '0.22', 'Coesite', '0.29', 'Zeolites', '0.28', 'None', '0.00']
['B-S347', '10', '5', 'Coesite', '0.56', 'Zeolites', '0.24', 'None', '0.00', 'None', '0.00']
['B-S347', '10', '6', 'Bitumens', '0.22', 'Coesite', '0.22', 'Euxenite', '0.38', 'Zeolites', '0.18']
['B-S347', '10', '7', 'Bitumens', '0.2', 'Sylvite', '0.35', 'Zeolites', '0.25', 'None', '0.00']
['B-S347', '10', '8', 'Bitumens', '0.54', 'Coesite', '0.26', 'None', '0.00', 'None', '0.00']
['B-S347', '11', '1', 'Bitumens', '0.2', 'Coesite', '0.28', 'Euxenite', '0.31', 'Sylvite', '0.22']
['B-S347', '11', '2', 'Bitumens', '0.33', 'Coesite', '0.29', 'Zeolites', '0.18', 'None', '0.00']
['CJNF-J', '2', '1', 'Bitumens', '0.31', 'Coesite', '0.49', 'None', '0.00', 'None', '0.00']
['CJNF-J', '4', '1', 'Euxenite', '0.21', 'Sperrylite', '0.1', 'Zeolites', '0.39', 'None', '0.00']
['CJNF-J', '4', '2', 'Bitumens', '0.52', 'Coesite', '0.28', 'None', '0.00', 'None', '0.00']
['CJNF-J', '4', '3', 'Bitumens', '0.5', 'Coesite', '0.3', 'None', '0.00', 'None', '0.00']
['CJNF-J', '4', '4', 'Bitumens', '0.3', 'Coesite', '0.17', 'Sylvite', '0.33', 'None', '0.00']
['CJNF-J', '5', '1', 'Coesite', '0.41', 'Euxenite', '0.3', 'Zeolites', '0.29', 'None', '0.00']
['CJNF-J', '5', '2', 'Chromite', '0.31', 'Euxenite', '0.09', 'Sylvite', '0.32', 'Zeolites', '0.29']
['CJNF-J', '5', '3', 'Bitumens', '0.29', 'Coesite', '0.21', 'Sylvite', '0.3', 'None', '0.00']
['CJNF-J', '5', '4', 'Bitumens', '0.28', 'Sylvite', '0.29', 'Zeolites', '0.23', 'None', '0.00']
['CJNF-J', '5', '5', 'Sylvite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['CJNF-J', '5', '6', 'Bitumens', '0.38', 'Euxenite', '0.37', 'Zeolites', '0.25', 'None', '0.00']
['CJNF-J', '5', '7', 'Bitumens', '0.33', 'Sylvite', '0.47', 'None', '0.00', 'None', '0.00']
['CJNF-J', '5', '8', 'Bitumens', '0.27', 'Coesite', '0.28', 'Sylvite', '0.25', 'None', '0.00']
['CJNF-J', '5', '9', 'Coesite', '0.49', 'Zeolites', '0.31', 'None', '0.00', 'None', '0.00']
['CJNF-J', '5', '10', 'Coesite', '0.18', 'Sylvite', '0.34', 'Zeolites', '0.29', 'None', '0.00']
['CJNF-J', '5', '11', 'Coesite', '0.26', 'Sylvite', '0.24', 'Zeolites', '0.31', 'None', '0.00']
['CJNF-J', '5', '12', 'Bitumens', '0.27', 'Coesite', '0.53', 'None', '0.00', 'None', '0.00']
['CJNF-J', '5', '13', 'Bitumens', '0.21', 'Coesite', '0.22', 'Euxenite', '0.41', 'Scheelite', '0.16']
['CJNF-J', '5', '14', 'Bitumens', '0.5', 'Sylvite', '0.3', 'None', '0.00', 'None', '0.00']
['CJNF-J', '5', '15', 'Bitumens', '0.52', 'Coesite', '0.28', 'None', '0.00', 'None', '0.00']
['CJNF-J', '5', '16', 'Bitumens', '0.31', 'Coesite', '0.29', 'Sylvite', '0.19', 'None', '0.00']
['CJNF-J', '5', '17', 'Coesite', '0.17', 'Sylvite', '0.38', 'Zeolites', '0.25', 'None', '0.00']
['CJNF-J', '5', '18', 'Bitumens', '0.2', 'Coesite', '0.3', 'Zeolites', '0.31', 'None', '0.00']
['CJNF-J', '5', '19', 'Bitumens', '0.24', 'Coesite', '0.26', 'Zeolites', '0.3', 'None', '0.00']
['CJNF-J', '6', '1', 'Bitumens', '0.35', 'Sylvite', '0.45', 'None', '0.00', 'None', '0.00']
['CJNF-J', '6', '2', 'Bitumens', '0.37', 'Euxenite', '0.39', 'Sylvite', '0.24', 'None', '0.00']
['CJNF-J', '6', '3', 'Coesite', '0.27', 'Zeolites', '0.53', 'None', '0.00', 'None', '0.00']
['CJNF-J', '6', '4', 'Bitumens', '0.27', 'Coesite', '0.53', 'None', '0.00', 'None', '0.00']
['CJNF-J', '6', '5', 'Sylvite', '0.27', 'Zeolites', '0.53', 'None', '0.00', 'None', '0.00']
['CJNF-J', '6', '6', 'Sylvite', '0.29', 'Zeolites', '0.51', 'None', '0.00', 'None', '0.00']
['CJNF-J', '7', '1', 'Bitumens', '0.33', 'Chromite', '0.29', 'Euxenite', '0.09', 'Otavite', '0.29']
['CJNF-J', '7', '2', 'Bitumens', '0.23', 'Coesite', '0.18', 'Euxenite', '0.39', 'Zeolites', '0.2']
['CJNF-J', '7', '3', 'Bitumens', '0.3', 'Coesite', '0.3', 'Sylvite', '0.19', 'None', '0.00']
['CJNF-J', '7', '4', 'Sylvite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['CJNF-J', '7', '5', 'Bitumens', '0.24', 'Coesite', '0.32', 'Sylvite', '0.24', 'None', '0.00']
['CJNF-J', '7', '6', 'Bitumens', '0.21', 'Coesite', '0.27', 'Zeolites', '0.32', 'None', '0.00']
['CJNF-J', '7', '7', 'Coesite', '0.28', 'Zeolites', '0.52', 'None', '0.00', 'None', '0.00']
['CJNF-J', '7', '8', 'Euxenite', '0.19', 'Sperrylite', '0.1', 'Sylvite', '0.41', 'None', '0.00']
['CJNF-J', '7', '9', 'Sylvite', '0.29', 'Zeolites', '0.51', 'None', '0.00', 'None', '0.00']
['CJNF-J', '7', '10', 'Bitumens', '0.29', 'Sylvite', '0.28', 'Zeolites', '0.23', 'None', '0.00']
['CJNF-J', '7', '11', 'Coesite', '0.3', 'Euxenite', '0.12', 'Otavite', '0.29', 'Sylvite', '0.28']
['CJNF-J', '7', '12', 'Bitumens', '0.25', 'Coesite', '0.33', 'Zeolites', '0.22', 'None', '0.00']
['CJNF-J', '7', '13', 'Coesite', '0.51', 'Zeolites', '0.29', 'None', '0.00', 'None', '0.00']
['CJNF-J', '7', '14', 'Euxenite', '0.43', 'Sylvite', '0.16', 'Titanite', '0.22', 'Zeolites', '0.18']
['CJNF-J', '7', '15', 'Bitumens', '0.27', 'Coesite', '0.25', 'Euxenite', '0.28', 'Zeolites', '0.2']
['CJNF-J', '7', '16', 'Bitumens', '0.34', 'Coesite', '0.27', 'Zeolites', '0.19', 'None', '0.00']
['CJNF-J', '8', '1', 'Bitumens', '0.46', 'Sylvite', '0.34', 'None', '0.00', 'None', '0.00']
['CJNF-J', '8', '2', 'Sylvite', '0.49', 'Zeolites', '0.31', 'None', '0.00', 'None', '0.00']
['CJNF-J', '8', '3', 'Bitumens', '0.21', 'Coesite', '0.29', 'Euxenite', '0.28', 'Zeolites', '0.23']
['CJNF-J', '8', '4', 'Coesite', '0.21', 'Euxenite', '0.6', 'Sylvite', '0.19', 'None', '0.00']
['CJNF-J', '8', '5', 'Bitumens', '0.21', 'Coesite', '0.34', 'Zeolites', '0.25', 'None', '0.00']
['CJNF-J', '8', '6', 'Coesite', '0.48', 'Zeolites', '0.32', 'None', '0.00', 'None', '0.00']
['CJNF-J', '8', '7', 'Bitumens', '0.35', 'Sylvite', '0.25', 'Zeolites', '0.21', 'None', '0.00']
['CJNF-J', '8', '8', 'Coesite', '0.1', 'Sylvite', '0.34', 'Vanadinite', '0.35', 'Zircon', '0.21']
['DY-P7Q', '3', '1', 'Bitumens', '0.21', 'Coesite', '0.26', 'Zeolites', '0.33', 'None', '0.00']
['DY-P7Q', '3', '2', 'Coesite', '0.47', 'Zeolites', '0.33', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '3', '3', 'Coesite', '0.46', 'Zeolites', '0.34', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '1', 'Bitumens', '0.54', 'Coesite', '0.17', 'Euxenite', '0.29', 'None', '0.00']
['DY-P7Q', '4', '2', 'Bitumens', '0.38', 'Euxenite', '0.2', 'Sperrylite', '0.12', 'None', '0.00']
['DY-P7Q', '4', '3', 'Bitumens', '0.21', 'Coesite', '0.32', 'Zeolites', '0.27', 'None', '0.00']
['DY-P7Q', '4', '4', 'Sylvite', '0.24', 'Zeolites', '0.56', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '5', 'Coesite', '0.41', 'Euxenite', '0.2', 'Vanadinite', '0.1', 'None', '0.00']
['DY-P7Q', '4', '6', 'Bitumens', '0.19', 'Coesite', '0.27', 'Zeolites', '0.35', 'None', '0.00']
['DY-P7Q', '4', '7', 'Coesite', '0.28', 'Zeolites', '0.52', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '8', 'Coesite', '0.15', 'Sylvite', '0.33', 'Zeolites', '0.32', 'None', '0.00']
['DY-P7Q', '4', '9', 'Sylvite', '0.37', 'Zeolites', '0.43', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '10', 'Sylvite', '0.32', 'Zeolites', '0.48', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '11', 'Bitumens', '0.22', 'Coesite', '0.31', 'Zeolites', '0.27', 'None', '0.00']
['DY-P7Q', '4', '12', 'Sylvite', '0.32', 'Zeolites', '0.48', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '13', 'Sylvite', '0.45', 'Zeolites', '0.35', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '14', 'Coesite', '0.2', 'Euxenite', '0.26', 'Sylvite', '0.54', 'None', '0.00']
['DY-P7Q', '4', '15', 'Bitumens', '0.25', 'Sylvite', '0.32', 'Zeolites', '0.23', 'None', '0.00']
['DY-P7Q', '4', '16', 'Coesite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '17', 'Sylvite', '0.49', 'Zeolites', '0.31', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '4', '18', 'Coesite', '0.48', 'Euxenite', '0.31', 'Zeolites', '0.21', 'None', '0.00']
['DY-P7Q', '4', '19', 'Sylvite', '0.45', 'Zeolites', '0.35', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '5', '1', 'Bitumens', '0.43', 'Euxenite', '0.18', 'Vanadinite', '0.09', 'None', '0.00']
['DY-P7Q', '5', '2', 'Bitumens', '0.32', 'Coesite', '0.31', 'Zeolites', '0.17', 'None', '0.00']
['DY-P7Q', '5', '3', 'Euxenite', '0.2', 'Sperrylite', '0.09', 'Sylvite', '0.41', 'None', '0.00']
['DY-P7Q', '6', '1', 'Cobaltite', '0.18', 'Coesite', '0.24', 'Euxenite', '0.37', 'Zeolites', '0.21']
['DY-P7Q', '6', '2', 'Coesite', '0.19', 'Sylvite', '0.3', 'Zeolites', '0.31', 'None', '0.00']
['DY-P7Q', '6', '3', 'Coesite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['DY-P7Q', '6', '4', 'Sperrylite', '0.36', 'Sylvite', '0.46', 'Zeolites', '0.18', 'None', '0.00']
['EA-HSA', '2', '1', 'Sylvite', '0.29', 'Zeolites', '0.51', 'None', '0.00', 'None', '0.00']
['EA-HSA', '3', '1', 'Bitumens', '0.49', 'Sylvite', '0.31', 'None', '0.00', 'None', '0.00']
['EA-HSA', '4', '1', 'Sperrylite', '0.64', 'Zircon', '0.26', 'None', '0.00', 'None', '0.00']
['EA-HSA', '4', '2', 'Sylvite', '0.33', 'Zeolites', '0.47', 'None', '0.00', 'None', '0.00']
['EA-HSA', '4', '3', 'Sylvite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['EA-HSA', '4', '4', 'Bitumens', '0.55', 'Coesite', '0.25', 'None', '0.00', 'None', '0.00']
['EA-HSA', '5', '1', 'Coesite', '0.21', 'Sylvite', '0.28', 'Zeolites', '0.31', 'None', '0.00']
['EA-HSA', '5', '2', 'Coesite', '0.2', 'Sylvite', '0.33', 'Zeolites', '0.28', 'None', '0.00']
['EA-HSA', '5', '3', 'Coesite', '0.3', 'Sylvite', '0.21', 'Zeolites', '0.29', 'None', '0.00']
['EA-HSA', '5', '4', 'Bitumens', '0.23', 'Sylvite', '0.27', 'Zeolites', '0.31', 'None', '0.00']
['EA-HSA', '5', '5', 'Sylvite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['EA-HSA', '5', '6', 'Bitumens', '0.29', 'Euxenite', '0.19', 'Sperrylite', '0.33', 'None', '0.00']
['EA-HSA', '5', '7', 'Bitumens', '0.31', 'Sylvite', '0.49', 'None', '0.00', 'None', '0.00']
['EA-HSA', '5', '8', 'Bitumens', '0.26', 'Coesite', '0.54', 'None', '0.00', 'None', '0.00']
['EA-HSA', '5', '9', 'Euxenite', '0.37', 'Sylvite', '0.17', 'Zeolites', '0.46', 'None', '0.00']
['EA-HSA', '5', '10', 'Bitumens', '0.19', 'Coesite', '0.27', 'Zeolites', '0.34', 'None', '0.00']
['EA-HSA', '5', '11', 'Chromite', '0.09', 'Coesite', '0.41', 'Euxenite', '0.19', 'None', '0.00']
['EA-HSA', '5', '12', 'Bitumens', '0.17', 'Coesite', '0.37', 'Zeolites', '0.26', 'None', '0.00']
['EA-HSA', '5', '13', 'Sylvite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['EA-HSA', '5', '14', 'Coesite', '0.27', 'Sylvite', '0.25', 'Zeolites', '0.28', 'None', '0.00']
['EA-HSA', '5', '15', 'Coesite', '0.33', 'Sylvite', '0.19', 'Zeolites', '0.27', 'None', '0.00']
['EA-HSA', '6', '1', 'Coesite', '0.21', 'Sylvite', '0.33', 'Zeolites', '0.26', 'None', '0.00']
['EA-HSA', '6', '2', 'Coesite', '0.42', 'Euxenite', '0.34', 'Sylvite', '0.24', 'None', '0.00']
['EA-HSA', '6', '3', 'Bitumens', '0.32', 'Coesite', '0.28', 'Zeolites', '0.2', 'None', '0.00']
['EA-HSA', '6', '4', 'Bitumens', '0.24', 'Euxenite', '0.24', 'Zeolites', '0.52', 'None', '0.00']
['EA-HSA', '6', '5', 'Sylvite', '0.29', 'Zeolites', '0.51', 'None', '0.00', 'None', '0.00']
['EA-HSA', '6', '6', 'Coesite', '0.24', 'Zeolites', '0.56', 'None', '0.00', 'None', '0.00']
['EA-HSA', '6', '7', 'Bitumens', '0.18', 'Sylvite', '0.29', 'Zeolites', '0.33', 'None', '0.00']
['EA-HSA', '6', '8', 'Bitumens', '0.35', 'Coesite', '0.45', 'None', '0.00', 'None', '0.00']
['EA-HSA', '6', '9', 'Bitumens', '0.21', 'Sylvite', '0.3', 'Zeolites', '0.29', 'None', '0.00']
['EA-HSA', '6', '10', 'Bitumens', '0.36', 'Coesite', '0.25', 'Zeolites', '0.18', 'None', '0.00']
['EA-HSA', '6', '11', 'Coesite', '0.39', 'Euxenite', '0.34', 'Zeolites', '0.27', 'None', '0.00']
['EA-HSA', '6', '12', 'Coesite', '0.21', 'Sylvite', '0.28', 'Zeolites', '0.32', 'None', '0.00']
['EA-HSA', '6', '13', 'Sylvite', '0.55', 'Zeolites', '0.25', 'None', '0.00', 'None', '0.00']
['EA-HSA', '7', '1', 'Coesite', '0.46', 'Zeolites', '0.34', 'None', '0.00', 'None', '0.00']
['EA-HSA', '7', '2', 'Coesite', '0.22', 'Euxenite', '0.29', 'Zeolites', '0.49', 'None', '0.00']
['EA-HSA', '7', '3', 'Coesite', '0.2', 'Sylvite', '0.32', 'Zeolites', '0.28', 'None', '0.00']
['EA-HSA', '7', '4', 'Bitumens', '0.46', 'Coesite', '0.34', 'None', '0.00', 'None', '0.00']
['EA-HSA', '7', '5', 'Coesite', '0.19', 'Sylvite', '0.36', 'Zeolites', '0.25', 'None', '0.00']
['EA-HSA', '7', '6', 'Bitumens', '0.28', 'Sylvite', '0.52', 'None', '0.00', 'None', '0.00']
['EA-HSA', '7', '7', 'Bitumens', '0.53', 'Sylvite', '0.27', 'None', '0.00', 'None', '0.00']
['FYI-49', '2', '1', 'Bitumens', '0.3', 'Sylvite', '0.5', 'None', '0.00', 'None', '0.00']
['FYI-49', '3', '1', 'Bitumens', '0.54', 'Sylvite', '0.26', 'None', '0.00', 'None', '0.00']
['FYI-49', '4', '1', 'Bitumens', '0.29', 'Coesite', '0.3', 'Zeolites', '0.21', 'None', '0.00']
['FYI-49', '4', '2', 'Coesite', '0.24', 'Sylvite', '0.26', 'Zeolites', '0.3', 'None', '0.00']
['FYI-49', '5', '1', 'Coesite', '0.33', 'Zeolites', '0.47', 'None', '0.00', 'None', '0.00']
['FYI-49', '6', '1', 'Bitumens', '0.34', 'Coesite', '0.46', 'None', '0.00', 'None', '0.00']
['FYI-49', '6', '2', 'Bitumens', '0.24', 'Euxenite', '0.57', 'Zeolites', '0.2', 'None', '0.00']
['FYI-49', '6', '3', 'Coesite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['FYI-49', '6', '4', 'Bitumens', '0.43', 'Euxenite', '0.4', 'Zeolites', '0.17', 'None', '0.00']
['FYI-49', '6', '5', 'Bitumens', '0.21', 'Coesite', '0.27', 'Zeolites', '0.33', 'None', '0.00']
['FYI-49', '7', '1', 'Bitumens', '0.33', 'Coesite', '0.47', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '1', '1', 'Sylvite', '0.28', 'Zeolites', '0.52', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '2', '1', 'Sylvite', '0.29', 'Zeolites', '0.51', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '3', '1', 'Bitumens', '0.18', 'Cobaltite', '0.27', 'Zeolites', '0.55', 'None', '0.00']
['GJ0-OJ', '4', '1', 'Bitumens', '0.28', 'Sylvite', '0.33', 'Zeolites', '0.19', 'None', '0.00']
['GJ0-OJ', '5', '1', 'Bitumens', '0.19', 'Coesite', '0.3', 'Zeolites', '0.31', 'None', '0.00']
['GJ0-OJ', '6', '1', 'Cobaltite', '0.32', 'Coesite', '0.39', 'Sylvite', '0.28', 'None', '0.00']
['GJ0-OJ', '6', '2', 'Bitumens', '0.38', 'Cobaltite', '0.22', 'Vanadinite', '0.1', 'None', '0.00']
['GJ0-OJ', '6', '3', 'Cobaltite', '0.37', 'Coesite', '0.22', 'Euxenite', '0.2', 'Zeolites', '0.2']
['GJ0-OJ', '7', '1', 'Bitumens', '0.32', 'Coesite', '0.27', 'Sylvite', '0.21', 'None', '0.00']
['GJ0-OJ', '8', '1', 'Bitumens', '0.19', 'Coesite', '0.29', 'Zeolites', '0.32', 'None', '0.00']
['GJ0-OJ', '8', '2', 'Coesite', '0.19', 'Sylvite', '0.34', 'Zeolites', '0.27', 'None', '0.00']
['GJ0-OJ', '8', '3', 'Bitumens', '0.3', 'Coesite', '0.23', 'Sylvite', '0.28', 'None', '0.00']
['GJ0-OJ', '8', '4', 'Cobaltite', '0.31', 'Zeolites', '0.69', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '8', '5', 'Bitumens', '0.51', 'Coesite', '0.29', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '8', '6', 'Bitumens', '0.19', 'Coesite', '0.3', 'Zeolites', '0.31', 'None', '0.00']
['GJ0-OJ', '8', '7', 'Bitumens', '0.22', 'Cobaltite', '0.37', 'Coesite', '0.18', 'Zeolites', '0.23']
['GJ0-OJ', '8', '8', 'Bitumens', '0.19', 'Coesite', '0.27', 'Zeolites', '0.34', 'None', '0.00']
['GJ0-OJ', '8', '9', 'Coesite', '0.27', 'Sylvite', '0.22', 'Zeolites', '0.31', 'None', '0.00']
['GJ0-OJ', '8', '10', 'Bitumens', '0.18', 'Coesite', '0.3', 'Zeolites', '0.32', 'None', '0.00']
['GJ0-OJ', '8', '11', 'Sylvite', '0.5', 'Zeolites', '0.3', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '8', '12', 'Bitumens', '0.3', 'Coesite', '0.5', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '8', '13', 'Coesite', '0.27', 'Sylvite', '0.21', 'Zeolites', '0.32', 'None', '0.00']
['GJ0-OJ', '8', '14', 'Cinnabar', '0.33', 'Cobaltite', '0.31', 'Sperrylite', '0.26', 'None', '0.00']
['GJ0-OJ', '8', '15', 'Bitumens', '0.35', 'Coesite', '0.27', 'Zeolites', '0.18', 'None', '0.00']
['GJ0-OJ', '8', '16', 'Coesite', '0.16', 'Sylvite', '0.32', 'Zeolites', '0.31', 'None', '0.00']
['GJ0-OJ', '8', '17', 'Cinnabar', '0.17', 'Coesite', '0.3', 'Scheelite', '0.11', 'Vanadinite', '0.42']
['GJ0-OJ', '8', '18', 'Cobaltite', '0.33', 'Coesite', '0.67', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '8', '19', 'Sylvite', '0.29', 'Zeolites', '0.51', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '8', '20', 'Coesite', '0.51', 'Zeolites', '0.29', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '8', '21', 'Bitumens', '0.26', 'Chromite', '0.35', 'Cobaltite', '0.11', 'Zeolites', '0.28']
['GJ0-OJ', '9', '1', 'Coesite', '0.22', 'Sylvite', '0.28', 'Zeolites', '0.3', 'None', '0.00']
['GJ0-OJ', '9', '2', 'Bitumens', '0.39', 'Cobaltite', '0.38', 'Scheelite', '0.22', 'None', '0.00']
['GJ0-OJ', '9', '3', 'Bitumens', '0.47', 'Sylvite', '0.33', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '4', 'Cobaltite', '0.31', 'Coesite', '0.21', 'Sylvite', '0.25', 'Zeolites', '0.23']
['GJ0-OJ', '9', '5', 'Coesite', '0.32', 'Sylvite', '0.19', 'Zeolites', '0.29', 'None', '0.00']
['GJ0-OJ', '9', '6', 'Bitumens', '0.45', 'Coesite', '0.35', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '7', 'Sylvite', '0.32', 'Zeolites', '0.48', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '8', 'Sylvite', '0.25', 'Zeolites', '0.55', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '9', 'Cobaltite', '0.29', 'Coesite', '0.22', 'Sylvite', '0.27', 'Zeolites', '0.22']
['GJ0-OJ', '9', '10', 'Coesite', '0.46', 'Zeolites', '0.34', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '11', 'Bitumens', '0.3', 'Sylvite', '0.3', 'Zeolites', '0.2', 'None', '0.00']
['GJ0-OJ', '9', '12', 'Bitumens', '0.2', 'Coesite', '0.2', 'Vanadinite', '0.6', 'None', '0.00']
['GJ0-OJ', '9', '13', 'Bitumens', '0.51', 'Sylvite', '0.29', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '14', 'Bitumens', '0.3', 'Sylvite', '0.5', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '15', 'Bitumens', '0.29', 'Coesite', '0.21', 'Sylvite', '0.3', 'None', '0.00']
['GJ0-OJ', '9', '16', 'Coesite', '0.19', 'Sylvite', '0.3', 'Zeolites', '0.3', 'None', '0.00']
['GJ0-OJ', '9', '17', 'Cobaltite', '0.35', 'Titanite', '0.25', 'Zeolites', '0.4', 'None', '0.00']
['GJ0-OJ', '9', '18', 'Sylvite', '0.28', 'Zeolites', '0.52', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '19', 'Bitumens', '0.49', 'Coesite', '0.31', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '20', 'Bitumens', '0.39', 'Cobaltite', '0.4', 'Sylvite', '0.2', 'None', '0.00']
['GJ0-OJ', '9', '21', 'Coesite', '0.31', 'Zeolites', '0.49', 'None', '0.00', 'None', '0.00']
['GJ0-OJ', '9', '22', 'Bitumens', '0.19', 'Coesite', '0.31', 'Zeolites', '0.3', 'None', '0.00']
